dispute_id,description,category,description_length,word_count,dispute_number,dispute_bin
D1626,This charge is from a mobile payment made with a phone that is not mine.,FRAUD,72,15,1626,"(1435.3, 1640.2]"
D1627,I have security footage showing I was in a different location at the time of this transaction.,FRAUD,94,17,1627,"(1435.3, 1640.2]"
D1628,This is a fraudulent upgrade to a service that I never requested.,FRAUD,65,12,1628,"(1435.3, 1640.2]"
D1629,"My card was used to buy multiple gift cards online, which I did not do.",FRAUD,71,15,1629,"(1435.3, 1640.2]"
D1630,"The company charged me for a ""free"" trial that was impossible to cancel.",FRAUD,72,13,1630,"(1435.3, 1640.2]"
D1631,I am disputing this charge. I have reason to believe the merchant is a front for illegal activity.,FRAUD,98,18,1631,"(1435.3, 1640.2]"
D1632,This transaction was made using a virtual card number that I had already deleted.,FRAUD,81,14,1632,"(1435.3, 1640.2]"
D1633,The charge is for a ticket to an event that doesn't actually exist.,FRAUD,67,13,1633,"(1435.3, 1640.2]"
D1634,"I've been double-charged for an item, and now I believe the merchant did it intentionally.",FRAUD,90,15,1634,"(1435.3, 1640.2]"
D1635,This is a fraudulent charge for a service that claims to improve my credit score.,FRAUD,81,15,1635,"(1435.3, 1640.2]"
D1636,I am reporting this unauthorized debit. My online banking credentials were stolen.,FRAUD,82,12,1636,"(1435.3, 1640.2]"
D1637,This payment was made through a payment link sent in a phishing text message.,FRAUD,77,14,1637,"(1435.3, 1640.2]"
D1638,The merchant's name is associated with numerous fraud reports on consumer forums.,FRAUD,81,12,1638,"(1435.3, 1640.2]"
D1639,This charge is from a company that promised a product but sent a cheap trinket instead.,FRAUD,87,16,1639,"(1435.3, 1640.2]"
D1640,I believe a dishonest employee at a call center stole my card details.,FRAUD,70,13,1640,"(1435.3, 1640.2]"
D1641,This is a fraudulent payment for a government service from a non-governmental website.,FRAUD,86,13,1641,"(1640.2, 1845.1]"
D1642,My card was used to fund an online wallet that does not belong to me.,FRAUD,69,15,1642,"(1640.2, 1845.1]"
D1643,I am disputing this charge. I never received the goods and the seller is no longer registered.,FRAUD,94,17,1643,"(1640.2, 1845.1]"
D1644,This transaction was made after my card should have been blocked.,FRAUD,65,11,1644,"(1640.2, 1845.1]"
D1645,I received an alert for this payment being made in a different currency and country.,FRAUD,84,15,1645,"(1640.2, 1845.1]"
D1646,This charge is for a high-risk investment that I did not authorize.,FRAUD,67,12,1646,"(1640.2, 1845.1]"
D1647,"I was tricked into a ""bait and switch"" scam. This charge is the result.",FRAUD,71,14,1647,"(1640.2, 1845.1]"
D1648,This is an unauthorized corporate expense on my personal card.,FRAUD,62,10,1648,"(1640.2, 1845.1]"
D1649,The merchant charged me for a full year's subscription after I only authorized one month.,FRAUD,89,15,1649,"(1640.2, 1845.1]"
D1650,I am disputing this transaction as it was made by a person who stole my identity.,FRAUD,81,16,1650,"(1640.2, 1845.1]"
D1651,I was billed twice for a single month of my cloud storage subscription.,DUPLICATE_CHARGE,71,13,1651,"(1640.2, 1845.1]"
D1652,"The website showed an error, so I resubmitted the payment, and was charged twice.",DUPLICATE_CHARGE,81,14,1652,"(1640.2, 1845.1]"
D1653,"My auto-payment for the loan went through, and I also made a manual payment. Both were processed.",DUPLICATE_CHARGE,97,17,1653,"(1640.2, 1845.1]"
D1654,The cashier insisted the first payment was declined and swiped my card again. I was charged for both.,DUPLICATE_CHARGE,101,18,1654,"(1640.2, 1845.1]"
D1655,My monthly internet bill was debited two times on the same day.,DUPLICATE_CHARGE,63,12,1655,"(1640.2, 1845.1]"
D1656,"The food delivery app charged me for my order, and then charged me again a minute later.",DUPLICATE_CHARGE,88,17,1656,"(1640.2, 1845.1]"
D1657,I have two identical charges from the pharmacy from my visit yesterday.,DUPLICATE_CHARGE,71,12,1657,"(1640.2, 1845.1]"
D1658,Please refund one of these charges; they are for the same purchase.,DUPLICATE_CHARGE,67,12,1658,"(1640.2, 1845.1]"
D1659,My gym membership fee was deducted twice this month.,DUPLICATE_CHARGE,52,9,1659,"(1640.2, 1845.1]"
D1660,The parking meter was faulty and it seems to have billed my card for two sessions.,DUPLICATE_CHARGE,82,16,1660,"(1640.2, 1845.1]"
D1661,A single online transaction has appeared twice on my credit card statement.,DUPLICATE_CHARGE,75,12,1661,"(1640.2, 1845.1]"
D1662,I have a charge for my order and another identical pending charge for the same order.,DUPLICATE_CHARGE,85,16,1662,"(1640.2, 1845.1]"
D1663,"The app froze during the payment process, resulting in a duplicate billing.",DUPLICATE_CHARGE,75,12,1663,"(1640.2, 1845.1]"
D1664,"I paid my rent once, but the property management portal has charged me twice.",DUPLICATE_CHARGE,77,14,1664,"(1640.2, 1845.1]"
D1665,This is a duplicate charge. Please reverse one of the two identical transactions.,DUPLICATE_CHARGE,81,13,1665,"(1640.2, 1845.1]"
D1666,"My card was charged once at the pump, and then again inside the store for the same fuel.",DUPLICATE_CHARGE,88,18,1666,"(1640.2, 1845.1]"
D1667,I'm seeing a double debit for my mobile phone bill.,DUPLICATE_CHARGE,51,10,1667,"(1640.2, 1845.1]"
D1668,"The booking website charged me, and the hotel also charged me for the same room.",DUPLICATE_CHARGE,80,15,1668,"(1640.2, 1845.1]"
D1669,"The server timed out, so I tried again and now I have two charges for one item.",DUPLICATE_CHARGE,79,17,1669,"(1640.2, 1845.1]"
D1670,"My electricity bill was paid by auto-debit, but I also paid it manually by mistake.",DUPLICATE_CHARGE,83,15,1670,"(1640.2, 1845.1]"
D1671,The NFC reader was acting up and I believe it charged me twice when I tapped my phone.,DUPLICATE_CHARGE,86,18,1671,"(1640.2, 1845.1]"
D1672,"This is a clear duplicate transaction; the amount and merchant are the same, just seconds apart.",DUPLICATE_CHARGE,96,16,1672,"(1640.2, 1845.1]"
D1673,"I was charged for my meal, and then a second, identical charge appeared an hour later.",DUPLICATE_CHARGE,86,16,1673,"(1640.2, 1845.1]"
D1674,My card was billed twice for one taxi ride. The app shows two completed trips.,DUPLICATE_CHARGE,78,15,1674,"(1640.2, 1845.1]"
D1675,The same EMI amount has been deducted twice from my account this month.,DUPLICATE_CHARGE,71,13,1675,"(1640.2, 1845.1]"
D1676,I have been double-charged for my annual software subscription.,DUPLICATE_CHARGE,63,9,1676,"(1640.2, 1845.1]"
D1677,"The online store charged me for the item when I ordered it, and again when it shipped.",DUPLICATE_CHARGE,86,17,1677,"(1640.2, 1845.1]"
D1678,This is a duplicate charge. I only have one receipt for this amount.,DUPLICATE_CHARGE,68,13,1678,"(1640.2, 1845.1]"
D1679,"My wife and I both paid the household gas bill, resulting in a double payment.",DUPLICATE_CHARGE,78,15,1679,"(1640.2, 1845.1]"
D1680,The vending machine glitched and took payment twice for one can of soda.,DUPLICATE_CHARGE,72,13,1680,"(1640.2, 1845.1]"
D1681,I see two identical charges from my recent visit to the coffee shop.,DUPLICATE_CHARGE,68,13,1681,"(1640.2, 1845.1]"
D1682,This is a duplicate billing error for my monthly insurance premium.,DUPLICATE_CHARGE,67,11,1682,"(1640.2, 1845.1]"
D1683,The charge for my online course was processed twice.,DUPLICATE_CHARGE,52,9,1683,"(1640.2, 1845.1]"
D1684,"I have two debits for the same amount, from the same merchant, on the same date.",DUPLICATE_CHARGE,80,16,1684,"(1640.2, 1845.1]"
D1685,"I paid the invoice online, but it seems a check I mailed earlier was also cashed.",DUPLICATE_CHARGE,81,16,1685,"(1640.2, 1845.1]"
D1686,The self-checkout kiosk froze and I had to scan everything again. Now I see two charges.,DUPLICATE_CHARGE,88,16,1686,"(1640.2, 1845.1]"
D1687,This is a duplicate charge. One payment was supposed to be voided.,DUPLICATE_CHARGE,66,12,1687,"(1640.2, 1845.1]"
D1688,I updated my card details and was charged on both the old card and the new one for the same service.,DUPLICATE_CHARGE,100,21,1688,"(1640.2, 1845.1]"
D1689,The toll booth charged my FASTag account twice for passing through one time.,DUPLICATE_CHARGE,76,13,1689,"(1640.2, 1845.1]"
D1690,I'm disputing one of these two identical charges from the same company.,DUPLICATE_CHARGE,71,12,1690,"(1640.2, 1845.1]"
D1691,My card was billed twice for a single purchase. Please investigate.,DUPLICATE_CHARGE,67,11,1691,"(1640.2, 1845.1]"
D1692,The ticket machine charged me twice for the same train journey.,DUPLICATE_CHARGE,63,11,1692,"(1640.2, 1845.1]"
D1693,"I only authorized one payment, but my statement shows two debits.",DUPLICATE_CHARGE,65,11,1693,"(1640.2, 1845.1]"
D1694,The website had a glitch and my donation was processed twice.,DUPLICATE_CHARGE,61,11,1694,"(1640.2, 1845.1]"
D1695,"The first transaction showed 'pending', so I made another. Now the first one is also posted.",DUPLICATE_CHARGE,92,16,1695,"(1640.2, 1845.1]"
D1696,A network error caused my mobile payment to be sent twice.,DUPLICATE_CHARGE,58,11,1696,"(1640.2, 1845.1]"
D1697,This is a repeat charge for a one-time service I already paid for.,DUPLICATE_CHARGE,66,13,1697,"(1640.2, 1845.1]"
D1698,I have two charges from the airline for the same seat upgrade.,DUPLICATE_CHARGE,62,12,1698,"(1640.2, 1845.1]"
D1699,"The merchant processed my payment, and then processed it again by mistake.",DUPLICATE_CHARGE,74,12,1699,"(1640.2, 1845.1]"
D1700,I would like to dispute this second charge as it is a clear duplicate of the first.,DUPLICATE_CHARGE,83,17,1700,"(1640.2, 1845.1]"
D1701,My monthly streaming service was billed on the 10th and then again on the 12th.,DUPLICATE_CHARGE,79,15,1701,"(1640.2, 1845.1]"
D1702,"I was charged for a product, and then charged the exact same amount for ""shipping"".",DUPLICATE_CHARGE,83,15,1702,"(1640.2, 1845.1]"
D1703,The pre-authorization for my hotel stay was charged as well as the final bill.,DUPLICATE_CHARGE,78,14,1703,"(1640.2, 1845.1]"
D1704,This charge is an exact copy of the one before it on my account activity.,DUPLICATE_CHARGE,73,15,1704,"(1640.2, 1845.1]"
D1705,I have been double-charged for my daughter's school tuition this semester.,DUPLICATE_CHARGE,74,11,1705,"(1640.2, 1845.1]"
D1706,"My card was charged, and my linked digital wallet was also charged for the same purchase.",DUPLICATE_CHARGE,89,16,1706,"(1640.2, 1845.1]"
D1707,"The merchant ran my card through two different machines, and both charged me.",DUPLICATE_CHARGE,77,13,1707,"(1640.2, 1845.1]"
D1708,This is a duplicate billing for a web hosting service.,DUPLICATE_CHARGE,54,10,1708,"(1640.2, 1845.1]"
D1709,I have two identical debits for one car wash.,DUPLICATE_CHARGE,45,9,1709,"(1640.2, 1845.1]"
D1710,The payment was taken twice. Please refund the duplicate amount.,DUPLICATE_CHARGE,64,10,1710,"(1640.2, 1845.1]"
D1711,My card was swiped twice in error at the restaurant.,DUPLICATE_CHARGE,52,10,1711,"(1640.2, 1845.1]"
D1712,I was billed twice for a single entry to the theme park.,DUPLICATE_CHARGE,56,12,1712,"(1640.2, 1845.1]"
D1713,"The subscription renewal was processed twice, back-to-back.",DUPLICATE_CHARGE,59,7,1713,"(1640.2, 1845.1]"
D1714,I'm seeing double charges for my recent grocery shopping trip.,DUPLICATE_CHARGE,62,10,1714,"(1640.2, 1845.1]"
D1715,"The company took my monthly payment, and then took it again a week later.",DUPLICATE_CHARGE,73,14,1715,"(1640.2, 1845.1]"
D1716,This is a duplicate transaction that needs to be reversed immediately.,DUPLICATE_CHARGE,70,11,1716,"(1640.2, 1845.1]"
D1717,"The website crashed, but not before charging my card twice for the same concert tickets.",DUPLICATE_CHARGE,88,15,1717,"(1640.2, 1845.1]"
D1718,I have two charges for one order. This is a billing error.,DUPLICATE_CHARGE,58,12,1718,"(1640.2, 1845.1]"
D1719,My card was charged twice for a single fill-up at the gas station.,DUPLICATE_CHARGE,66,13,1719,"(1640.2, 1845.1]"
D1720,A payment error resulted in my being charged twice for one item.,DUPLICATE_CHARGE,64,12,1720,"(1640.2, 1845.1]"
D1721,I'm disputing this charge as it is a duplicate of a transaction I already paid.,DUPLICATE_CHARGE,79,15,1721,"(1640.2, 1845.1]"
D1722,The same amount was debited twice in a row from the same merchant.,DUPLICATE_CHARGE,66,13,1722,"(1640.2, 1845.1]"
D1723,"My card was charged at the restaurant, and I also paid my friend who then paid the whole bill.",DUPLICATE_CHARGE,94,19,1723,"(1640.2, 1845.1]"
D1724,I'm seeing two charges from the same vendor with almost identical transaction IDs.,DUPLICATE_CHARGE,82,13,1724,"(1640.2, 1845.1]"
D1725,The system glitched and billed me for two annual subscriptions instead of one.,DUPLICATE_CHARGE,78,13,1725,"(1640.2, 1845.1]"
D1726,This charge is a duplicate. I only made one booking.,DUPLICATE_CHARGE,52,10,1726,"(1640.2, 1845.1]"
D1727,My automatic payment and a manual payment for the same invoice both went through.,DUPLICATE_CHARGE,81,14,1727,"(1640.2, 1845.1]"
D1728,The mobile app has charged me twice for a single in-app purchase.,DUPLICATE_CHARGE,65,12,1728,"(1640.2, 1845.1]"
D1729,I have been double-billed for this month's phone contract.,DUPLICATE_CHARGE,58,9,1729,"(1640.2, 1845.1]"
D1730,"I only clicked 'confirm' once, but two payments were taken.",DUPLICATE_CHARGE,59,10,1730,"(1640.2, 1845.1]"
D1731,"The first swipe failed, but it seems it actually went through along with the second one.",DUPLICATE_CHARGE,88,16,1731,"(1640.2, 1845.1]"
D1732,"I was charged for my coffee, and then charged again for the same coffee.",DUPLICATE_CHARGE,72,14,1732,"(1640.2, 1845.1]"
D1733,This is a duplicate charge for a doctor's co-payment.,DUPLICATE_CHARGE,53,9,1733,"(1640.2, 1845.1]"
D1734,My rent was deducted twice. I need one of the payments returned.,DUPLICATE_CHARGE,64,12,1734,"(1640.2, 1845.1]"
D1735,The online checkout page reloaded and processed my order a second time.,DUPLICATE_CHARGE,71,12,1735,"(1640.2, 1845.1]"
D1736,"I have two charges for the same amount, from the same merchant, with different timestamps.",DUPLICATE_CHARGE,90,15,1736,"(1640.2, 1845.1]"
D1737,I paid for one service but was billed for two.,DUPLICATE_CHARGE,46,10,1737,"(1640.2, 1845.1]"
D1738,"The merchant's terminal was offline, they took an imprint, then charged me electronically as well.",DUPLICATE_CHARGE,98,15,1738,"(1640.2, 1845.1]"
D1739,This transaction appears twice on my statement. Please remove one.,DUPLICATE_CHARGE,66,10,1739,"(1640.2, 1845.1]"
D1740,My car was charged twice for a single wash.,DUPLICATE_CHARGE,43,9,1740,"(1640.2, 1845.1]"
D1741,I believe I was double-charged for my recent hotel stay.,DUPLICATE_CHARGE,56,10,1741,"(1640.2, 1845.1]"
D1742,A single visit to the vet has resulted in two identical charges.,DUPLICATE_CHARGE,64,12,1742,"(1640.2, 1845.1]"
D1743,The payment for my weekly vegetable box was taken twice.,DUPLICATE_CHARGE,56,10,1743,"(1640.2, 1845.1]"
D1744,"I was charged for a yearly subscription, and then again for a monthly one.",DUPLICATE_CHARGE,74,14,1744,"(1640.2, 1845.1]"
D1745,This is a duplicate debit that needs to be credited back to my account.,DUPLICATE_CHARGE,71,14,1745,"(1640.2, 1845.1]"
D1746,The system duplicated my order and charged me for both.,DUPLICATE_CHARGE,55,10,1746,"(1640.2, 1845.1]"
D1747,I have been billed twice for the same software plugin.,DUPLICATE_CHARGE,54,10,1747,"(1640.2, 1845.1]"
D1748,The charge from the bar appears twice on my activity log.,DUPLICATE_CHARGE,57,11,1748,"(1640.2, 1845.1]"
D1749,A technical issue led to my card being charged twice for the same item.,DUPLICATE_CHARGE,71,14,1749,"(1640.2, 1845.1]"
D1750,Please investigate this duplicate billing. I only purchased one product.,DUPLICATE_CHARGE,72,10,1750,"(1640.2, 1845.1]"
D1751,"The payment page displayed 'Transaction Failed', but the amount was debited from my account.",FAILED_TRANSACTION,92,14,1751,"(1640.2, 1845.1]"
D1752,"I received a debit alert from my bank, but the merchant said the payment was declined.",FAILED_TRANSACTION,86,16,1752,"(1640.2, 1845.1]"
D1753,"My UPI transfer failed due to a network error, but the money has not been credited back.",FAILED_TRANSACTION,88,17,1753,"(1640.2, 1845.1]"
D1754,"The transaction timed out, but a charge for the attempted payment is on my statement.",FAILED_TRANSACTION,85,15,1754,"(1640.2, 1845.1]"
D1755,"The POS terminal printed a 'Cancelled' slip, yet my account shows a successful debit.",FAILED_TRANSACTION,85,14,1755,"(1640.2, 1845.1]"
D1756,"My account was charged, but the bill I was trying to pay is still showing as outstanding.",FAILED_TRANSACTION,89,17,1756,"(1640.2, 1845.1]"
D1757,"The ATM did not dispense any cash, but the withdrawal amount was deducted from my balance.",FAILED_TRANSACTION,90,16,1757,"(1640.2, 1845.1]"
D1758,"My online booking was not confirmed due to a system error, but my card was charged.",FAILED_TRANSACTION,83,16,1758,"(1640.2, 1845.1]"
D1759,"I got an error message during checkout, but the funds were still taken from my account.",FAILED_TRANSACTION,87,16,1759,"(1640.2, 1845.1]"
D1760,"This transaction is marked as 'failed' in my app history, but the amount has not been returned.",FAILED_TRANSACTION,95,17,1760,"(1640.2, 1845.1]"
D1761,The payment was unsuccessful. Please refund the amount that was debited from my account.,FAILED_TRANSACTION,88,14,1761,"(1640.2, 1845.1]"
D1762,"My mobile recharge failed, but the money for it was deducted.",FAILED_TRANSACTION,61,11,1762,"(1640.2, 1845.1]"
D1763,"The money was taken, but the merchant has no record of the transaction.",FAILED_TRANSACTION,71,13,1763,"(1640.2, 1845.1]"
D1764,This payment is stuck in 'pending' and the beneficiary has not received it. It should be reversed.,FAILED_TRANSACTION,98,17,1764,"(1640.2, 1845.1]"
D1765,"My NEFT transfer was rejected by the beneficiary bank, but the funds are not back in my account.",FAILED_TRANSACTION,96,18,1765,"(1640.2, 1845.1]"
D1766,"The app crashed in the middle of the payment, but I was charged for the incomplete transaction.",FAILED_TRANSACTION,95,17,1766,"(1640.2, 1845.1]"
D1767,I have been debited for a transaction that never completed. Please investigate and refund.,FAILED_TRANSACTION,90,14,1767,"(1640.2, 1845.1]"
D1768,"The payment gateway failed, but my card was charged.",FAILED_TRANSACTION,52,9,1768,"(1640.2, 1845.1]"
D1769,This charge is for an order that did not go through. The shopping cart is still full.,FAILED_TRANSACTION,85,17,1769,"(1640.2, 1845.1]"
D1770,My IMPS transaction failed but the amount has not been reversed yet.,FAILED_TRANSACTION,68,12,1770,"(1640.2, 1845.1]"
D1771,"I was charged, but the service I paid for was not activated.",FAILED_TRANSACTION,60,12,1771,"(1640.2, 1845.1]"
D1772,"The merchant's machine was offline, he said it wouldn't charge, but it did.",FAILED_TRANSACTION,75,13,1772,"(1640.2, 1845.1]"
D1773,"My funds were debited, but the transfer did not go through to the recipient.",FAILED_TRANSACTION,76,14,1773,"(1640.2, 1845.1]"
D1774,"The transaction for my insurance premium failed, but the debit is showing on my statement.",FAILED_TRANSACTION,90,15,1774,"(1640.2, 1845.1]"
D1775,"My attempt to add money to my wallet failed, but the amount was taken from my bank.",FAILED_TRANSACTION,83,17,1775,"(1640.2, 1845.1]"
D1776,This transfer is lost; it left my account but never reached the other side.,FAILED_TRANSACTION,75,14,1776,"(1640.2, 1845.1]"
D1777,"The QR code payment was unsuccessful, but I received an SMS alert for the debit.",FAILED_TRANSACTION,80,15,1777,"(1640.2, 1845.1]"
D1778,"The movie tickets were not booked, but the transaction amount was deducted.",FAILED_TRANSACTION,75,12,1778,"(1640.2, 1845.1]"
D1779,This charge corresponds to an unsuccessful attempt to pay my credit card bill.,FAILED_TRANSACTION,78,13,1779,"(1640.2, 1845.1]"
D1780,I have a debit on my account but no confirmation or product for the purchase.,FAILED_TRANSACTION,77,15,1780,"(1640.2, 1845.1]"
D1781,"The payment was not processed successfully, but my account balance has been reduced.",FAILED_TRANSACTION,84,13,1781,"(1640.2, 1845.1]"
D1782,"My card payment was declined, but a hold for the amount was placed and is now posted.",FAILED_TRANSACTION,85,17,1782,"(1640.2, 1845.1]"
D1783,I was charged for a failed fund transfer. The money needs to be returned.,FAILED_TRANSACTION,73,14,1783,"(1640.2, 1845.1]"
D1784,The online form submission failed after payment. The fee was taken but the form wasn't submitted.,FAILED_TRANSACTION,97,16,1784,"(1640.2, 1845.1]"
D1785,"The recipient's account details were invalid, the transaction should have been declined, but I was charged.",FAILED_TRANSACTION,107,16,1785,"(1640.2, 1845.1]"
D1786,This debit is for a payment that was rejected by the merchant's payment gateway.,FAILED_TRANSACTION,80,14,1786,"(1640.2, 1845.1]"
D1787,"My account was charged, but the e-commerce order was automatically cancelled.",FAILED_TRANSACTION,77,11,1787,"(1640.2, 1845.1]"
D1788,"The transaction was aborted, but the charge went through.",FAILED_TRANSACTION,57,9,1788,"(1640.2, 1845.1]"
D1789,"My bank shows the payment was successful, the merchant shows it failed. The money is gone.",FAILED_TRANSACTION,90,16,1789,"(1640.2, 1845.1]"
D1790,"This transaction status is 'error', but the amount has been taken from my card.",FAILED_TRANSACTION,79,14,1790,"(1640.2, 1845.1]"
D1791,I was debited for a transaction that timed out on the confirmation page.,FAILED_TRANSACTION,72,13,1791,"(1640.2, 1845.1]"
D1792,"The money for this payment has been deducted, but the service is still inactive.",FAILED_TRANSACTION,80,14,1792,"(1640.2, 1845.1]"
D1793,This charge is for a booking that was not made due to a technical glitch.,FAILED_TRANSACTION,73,15,1793,"(1640.2, 1845.1]"
D1794,"The money left my account, but the beneficiary did not receive it. The transaction failed.",FAILED_TRANSACTION,90,15,1794,"(1640.2, 1845.1]"
D1795,"My FASTag was debited but the toll barrier did not open, transaction was unsuccessful.",FAILED_TRANSACTION,86,14,1795,"(1640.2, 1845.1]"
D1796,I'm disputing a charge for a transaction that the merchant has confirmed as failed.,FAILED_TRANSACTION,83,14,1796,"(1640.2, 1845.1]"
D1797,"The investment was not processed, but the funds for it were taken from my account.",FAILED_TRANSACTION,82,15,1797,"(1640.2, 1845.1]"
D1798,"I was charged, but the digital gift card was never delivered.",FAILED_TRANSACTION,61,11,1798,"(1640.2, 1845.1]"
D1799,The transaction shows 'reversed' but the money is not back in my available balance.,FAILED_TRANSACTION,83,14,1799,"(1640.2, 1845.1]"
D1800,My account was debited for a transaction that exceeded my daily limit and should have failed.,FAILED_TRANSACTION,93,16,1800,"(1640.2, 1845.1]"
D1801,I am disputing a debit for an unsuccessful online payment.,FAILED_TRANSACTION,58,10,1801,"(1640.2, 1845.1]"
D1802,"The website went down during my payment, but the charge was processed.",FAILED_TRANSACTION,70,12,1802,"(1640.2, 1845.1]"
D1803,This is a debit for a transaction that was not completed. Please credit my account.,FAILED_TRANSACTION,83,15,1803,"(1640.2, 1845.1]"
D1804,"The terminal had a communication error, but my card was still billed.",FAILED_TRANSACTION,69,12,1804,"(1640.2, 1845.1]"
D1805,"My transfer to an incorrect VPA should have failed, but the money was deducted and not returned.",FAILED_TRANSACTION,96,17,1805,"(1640.2, 1845.1]"
D1806,"The money has been taken, but the corresponding trade on the platform was not executed.",FAILED_TRANSACTION,87,15,1806,"(1640.2, 1845.1]"
D1807,This is a charge for a failed attempt to purchase something online.,FAILED_TRANSACTION,67,12,1807,"(1640.2, 1845.1]"
D1808,"My account was debited, but the order confirmation was never received.",FAILED_TRANSACTION,70,11,1808,"(1640.2, 1845.1]"
D1809,The payment seems to be stuck in limbo. It was debited but never credited to the merchant.,FAILED_TRANSACTION,90,17,1809,"(1640.2, 1845.1]"
D1810,I was charged for this payment but the merchant cancelled the transaction.,FAILED_TRANSACTION,74,12,1810,"(1640.2, 1845.1]"
D1811,The funds have been taken but the bill is still marked as 'Payment Due'.,FAILED_TRANSACTION,72,14,1811,"(1640.2, 1845.1]"
D1812,This debit is for a transaction that did not succeed. Please arrange a refund.,FAILED_TRANSACTION,78,14,1812,"(1640.2, 1845.1]"
D1813,"The merchant's system crashed, and my payment was taken for an order that was lost.",FAILED_TRANSACTION,83,15,1813,"(1640.2, 1845.1]"
D1814,"My card was charged, but the merchant asked me to pay again because it ""didn't go through"".",FAILED_TRANSACTION,91,17,1814,"(1640.2, 1845.1]"
D1815,This amount was debited from my account but the recipient's account is closed and did not receive it.,FAILED_TRANSACTION,101,18,1815,"(1640.2, 1845.1]"
D1816,"The transfer has been 'processing' for 4 days, which means it has failed.",FAILED_TRANSACTION,73,13,1816,"(1640.2, 1845.1]"
D1817,"The payment was declined due to a security check, but I was still charged.",FAILED_TRANSACTION,74,14,1817,"(1640.2, 1845.1]"
D1818,This transaction failed but the amount is being held as a pre-authorization.,FAILED_TRANSACTION,76,12,1818,"(1640.2, 1845.1]"
D1819,I have a debit on my account for an order that was cancelled due to a stock error.,FAILED_TRANSACTION,82,18,1819,"(1640.2, 1845.1]"
D1820,"The machine did not dispense the item, but I was charged for the failed vend.",FAILED_TRANSACTION,77,15,1820,"(1640.2, 1845.1]"
D1821,My account was charged but the subscription service failed to activate.,FAILED_TRANSACTION,71,11,1821,"(1640.2, 1845.1]"
D1822,I am missing money from my account for a payment that I was told had failed.,FAILED_TRANSACTION,76,16,1822,"(1640.2, 1845.1]"
D1823,"The connection was lost, my payment failed, but the charge is on my statement.",FAILED_TRANSACTION,78,14,1823,"(1640.2, 1845.1]"
D1824,This charge needs to be reversed as the service was not rendered due to a system failure.,FAILED_TRANSACTION,89,17,1824,"(1640.2, 1845.1]"
D1825,"The flight booking process failed at the last step, but my card has been debited.",FAILED_TRANSACTION,81,15,1825,"(1640.2, 1845.1]"
D1826,I was debited but the merchant's transaction ID was not generated for this payment.,FAILED_TRANSACTION,83,14,1826,"(1640.2, 1845.1]"
D1827,"My payment was not successful, but the amount is no longer in my account.",FAILED_TRANSACTION,73,14,1827,"(1640.2, 1845.1]"
D1828,The recipient's bank account is inactive. The payment failed but was not refunded.,FAILED_TRANSACTION,82,13,1828,"(1640.2, 1845.1]"
D1829,The money was debited but the associated loan application was rejected.,FAILED_TRANSACTION,71,11,1829,"(1640.2, 1845.1]"
D1830,This transaction was supposed to have been voided but it was charged to my account.,FAILED_TRANSACTION,83,15,1830,"(1640.2, 1845.1]"
D1831,My account was charged but the item I was buying is still in the online shopping cart.,FAILED_TRANSACTION,86,17,1831,"(1640.2, 1845.1]"
D1832,The payment was unsuccessful. I require a reversal of the debited amount.,FAILED_TRANSACTION,73,12,1832,"(1640.2, 1845.1]"
D1833,This charge is from a failed attempt to pay a government fee online.,FAILED_TRANSACTION,68,13,1833,"(1640.2, 1845.1]"
D1834,My balance was deducted but the transfer is not showing for the beneficiary.,FAILED_TRANSACTION,76,13,1834,"(1640.2, 1845.1]"
D1835,"I entered the wrong PIN, the transaction failed, but the debit appears.",FAILED_TRANSACTION,71,12,1835,"(1640.2, 1845.1]"
D1836,The charge is for a hotel booking that was not completed.,FAILED_TRANSACTION,57,11,1836,"(1640.2, 1845.1]"
D1837,I have been debited for a transaction that was flagged for review and then disappeared.,FAILED_TRANSACTION,87,15,1837,"(1640.2, 1845.1]"
D1838,"The order was not placed due to a website error, but the payment was taken.",FAILED_TRANSACTION,75,15,1838,"(1640.2, 1845.1]"
D1839,The transaction shows 'rejected' but the money has not come back to my account.,FAILED_TRANSACTION,79,14,1839,"(1640.2, 1845.1]"
D1840,I'm disputing a debit where the credit to the intended recipient failed.,FAILED_TRANSACTION,72,12,1840,"(1640.2, 1845.1]"
D1841,"My card was charged, but the order confirmation email stated the order had failed.",FAILED_TRANSACTION,82,14,1841,"(1640.2, 1845.1]"
D1842,The system took my payment but did not generate the ticket for my journey.,FAILED_TRANSACTION,74,14,1842,"(1640.2, 1845.1]"
D1843,"This transaction failed, but my account has been charged. Please credit it back.",FAILED_TRANSACTION,80,13,1843,"(1640.2, 1845.1]"
D1844,"I was told the payment didn't work, but it is listed on my bank statement.",FAILED_TRANSACTION,74,15,1844,"(1640.2, 1845.1]"
D1845,This charge is for an item that went out of stock during my checkout process.,FAILED_TRANSACTION,77,15,1845,"(1640.2, 1845.1]"
D1846,"The payment has been taken, but the merchant's system shows my invoice as unpaid.",FAILED_TRANSACTION,81,14,1846,"(1845.1, 2050.0]"
D1847,"My transaction was not completed, but the amount has been held from my available balance.",FAILED_TRANSACTION,89,15,1847,"(1845.1, 2050.0]"
D1848,The money was taken but the online service subscription did not activate.,FAILED_TRANSACTION,73,12,1848,"(1845.1, 2050.0]"
